date,simple_return,benchmark_return,factor_score
2024-02-09,0.00104885,-0.00408022,0.205701
2024-02-12,-0.01525687,0.00056513,-0.520968
2024-02-13,-0.01011877,-0.01747095,-0.789758
2024-02-14,0.00162174,0.00515514,1.186769
2024-02-15,-0.00300158,0.00831181,-0.382257
2024-02-16,0.01320203,-0.01007984,0.452076
2024-02-19,-0.00577945,-0.00294466,-1.449110
2024-02-20,-0.00855405,0.00183258,1.546731
2024-02-21,0.00739480,-0.01136805,-2.164907
2024-02-22,0.01049270,0.00594058,0.785791
2024-02-23,-0.01748721,0.01178259,1.944140
2024-02-26,-0.02458775,0.00796048,0.799721
2024-02-27,-0.01311604,-0.00807244,0.581385
2024-02-28,-0.00561984,-0.00211565,-0.512793
2024-02-29,0.00033926,0.00242757,-1.352482
2024-03-01,-0.00416865,-0.02047818,-0.662124
2024-03-04,-0.01525373,-0.00934994,2.322047
2024-03-05,-0.00600311,-0.00205142,-0.406210
2024-03-06,0.00272097,-0.00147645,-0.948852
2024-03-07,0.00989213,0.00464183,-2.340790
2024-03-08,-0.00130507,0.00615722,-0.285831
2024-03-11,0.00037577,-0.00985787,0.110220
2024-03-12,0.00906172,0.01843246,0.091528
2024-03-13,-0.00352355,-0.00661359,-1.187543
2024-03-14,0.01637553,-0.01698182,-1.366446
2024-03-15,0.00951857,0.00299966,-0.011842
2024-03-18,0.00376532,-0.01274647,-0.076498
2024-03-19,-0.01675304,-0.00298196,-0.070048
2024-03-20,0.00807213,0.01482005,-1.490760
2024-03-21,-0.00399828,-0.01228633,2.711785
2024-03-22,0.01711568,-0.00871011,-0.565934
2024-03-25,0.01585269,0.01814926,0.143048
2024-03-26,-0.00695271,0.01057514,0.987075
2024-03-27,-0.00876190,-0.01322721,0.711155
2024-03-28,-0.01868920,-0.01018931,0.444254
2024-03-29,0.00107746,-0.00931914,-0.372080
2024-04-01,0.00843820,-0.00633546,1.578315
2024-04-02,-0.00785617,0.00111297,-0.289413
2024-04-03,-0.00177602,-0.00791095,-1.306988
2024-04-04,-0.00432782,0.01373103,0.397048
2024-04-05,0.00382390,0.00147590,-0.418174
2024-04-08,-0.00644248,-0.00512985,1.122461
2024-04-09,-0.01312769,-0.01030072,-1.941111
2024-04-10,0.00108720,0.00700324,0.004471
2024-04-11,0.01270699,0.00067368,0.080005
2024-04-12,0.01944803,-0.00010860,-1.799417
2024-04-15,-0.00781340,0.01028712,0.778524
2024-04-16,-0.01842949,-0.00350541,-0.096678
2024-04-17,0.00753846,0.00355134,0.860678
2024-04-18,0.01692657,-0.00774879,0.494224
2024-04-19,-0.02173850,0.00866489,-0.192119
2024-04-22,-0.00930704,-0.00297931,-1.127982
2024-04-23,-0.01156565,0.00679487,0.414393
2024-04-24,-0.00913415,0.00151685,-0.651375
2024-04-25,0.00744711,-0.00273593,-1.387617
2024-04-26,0.00607700,0.02730881,0.740076
2024-04-29,0.01156714,-0.00589766,-1.242635
2024-04-30,0.01083671,0.01800784,1.054953
2024-05-01,-0.00220352,-0.00662345,-0.757712
2024-05-02,0.00266213,0.00430154,0.936621
2024-05-03,0.00179484,-0.01650975,1.039115
2024-05-06,0.00228226,-0.00047730,-0.935982
2024-05-07,-0.01466796,0.00845256,-1.009313
2024-05-08,0.00764582,0.01138210,2.761257
2024-05-09,0.02351242,-0.01648115,-0.202784
2024-05-10,-0.00018282,-0.00459703,0.909618
2024-05-13,0.01187905,-0.00985353,-0.312477
2024-05-14,0.00309186,0.00757664,1.402019
2024-05-15,-0.00531182,0.00594089,0.750521
2024-05-16,-0.00497056,-0.01159332,0.837834
2024-05-17,0.00767396,0.01733789,0.050368
2024-05-20,0.00636505,0.00997204,-3.084289
2024-05-21,0.01892895,-0.00309801,-0.991513
2024-05-22,0.00352392,0.01670128,0.847000
2024-05-23,-0.01531428,-0.00136590,0.488294
2024-05-24,-0.01644183,-0.01644593,1.134893
2024-05-27,0.01696375,0.00716182,-0.270562
2024-05-28,0.02606003,-0.01318696,0.931564
2024-05-29,-0.00282094,-0.00681058,-0.369099
2024-05-30,-0.00755757,-0.01572331,-0.450056
2024-05-31,0.00390343,0.00861965,0.307703
2024-06-03,-0.00058905,0.01153019,-1.633594
2024-06-04,0.00420390,-0.00168997,-0.369976
2024-06-05,0.00593339,-0.01050201,1.232479
2024-06-06,-0.00431481,0.00792963,1.561845
2024-06-07,0.00944270,-0.00117680,-0.590298
2024-06-10,0.00014796,-0.01128740,-1.264158
2024-06-11,-0.02545593,-0.00554945,0.814482
2024-06-12,-0.00110528,0.00281262,0.666077
2024-06-13,0.00900708,0.00209310,2.017143
2024-06-14,0.00382487,-0.00594871,1.765521
2024-06-17,-0.00187775,-0.00037571,-1.184220
2024-06-18,-0.00201536,-0.00216608,0.557924
2024-06-19,-0.00836116,-0.00047928,-1.367834
2024-06-20,0.00869925,0.00255479,0.633837
2024-06-21,0.01234125,0.01845344,-0.105263
